AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;ClasseNOME;Sesso;Isc
2017/2018;1509;Milano Bicocca;L-34;Scienze geologiche;F;116
2017/2018;1509;Milano Bicocca;L-30;Scienze e tecnologie fisiche;F;405
2017/2018;1509;Milano Bicocca;L-30;Scienze e tecnologie fisiche;M;653
2017/2018;1509;Milano Bicocca;L-31;Scienze e tecnologie informatiche;F;111
2017/2018;1509;Milano Bicocca;L-31;Scienze e tecnologie informatiche;M;1186
2017/2018;1509;Milano Bicocca;L-32;Scienze e tecnologie per l'ambiente e la natura;F;117
2017/2018;1509;Milano Bicocca;L-32;Scienze e tecnologie per l'ambiente e la natura;M;205
2017/2018;1509;Milano Bicocca;L-41;Statistica;F;289
2017/2018;1509;Milano Bicocca;L-33;Scienze economiche;M;702
2017/2018;1509;Milano Bicocca;L-40;Sociologia;M;296
2017/2018;1509;Milano Bicocca;L-34;Scienze geologiche;M;253
2017/2018;1509;Milano Bicocca;L-35;Scienze matematiche;F;178
2017/2018;1509;Milano Bicocca;L-35;Scienze matematiche;M;195
2017/2018;1509;Milano Bicocca;L-39;Servizio sociale;F;288
2017/2018;1509;Milano Bicocca;L-39;Servizio sociale;M;27
2017/2018;1509;Milano Bicocca;LM-41;Medicina e chirurgia;M;402
2017/2018;1509;Milano Bicocca;L-33;Scienze economiche;F;434
